Placement,Swiss,Country,Player,Prize,Team,Class,Tournament
59,6-3,USA,Chase Tiedtke(Chase),130 CP,"['Calyrex-Ice-Rider', 'Palkia', 'Incineroar', 'Amoonguss', 'Porygon2', 'Tapu-Fini']",Teams and Results,Teams and Results from the 2022 North America International Championships
60,6-3,CAN,Fiona Szymkiewicz(Yoshi&Lugia),130 CP,"['Yveltal', 'Kyogre', 'Incineroar', 'Kartana', 'Grimmsnarl', 'Raichu']",Teams and Results,Teams and Results from the 2022 North America International Championships
61,6-3,USA,Gavin Michaels(Gavin),130 CP,"['Lunala', 'Groudon', 'Umbreon', 'Venusaur', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and Results from the 2022 North America International Championships
62,6-3,USA,Austin Anderson(Steeno),130 CP,"['Xerneas', 'Groudon', 'Incineroar', 'Venusaur', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and Results from the 2022 North America International Championships
63,6-3,USA,Kyle Ayala(KairoshiiiTV),130 CP,"['Calyrex-Shadow-Rider', 'Groudon', 'Incineroar', 'Venusaur', 'Gastrodon', 'Thundurus']",Teams and Results,Teams and Results from the 2022 North America International Championships
64,6-3,SLV,Ezequiel Cordero(ZekromZeke),130 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Thundurus']",Teams and Results,Teams and Results from the 2022 North America International Championships
1,5-1,USA,Christopher H.,500 CP$1500,"['Lunala', 'Groudon', 'Incineroar', 'Venusaur', 'Grimmsnarl', 'Charizard']",Seniors Division,Teams and Results from the 2022 North America International Championships
2,6-0,BRA,Tiago P.,400 CP$1000,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Zapdos']",Seniors Division,Teams and Results from the 2022 North America International Championships
3,5-1,FRA,Aurélien S.,320 CP$750,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon', 'Grimmsnarl', 'Charizard']",Seniors Division,Teams and Results from the 2022 North America International Championships
4,4-2,USA,Mason A.,320 CP$750,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Urshifu', 'Rillaboom', 'Tornadus', 'Thundurus']",Seniors Division,Teams and Results from the 2022 North America International Championships
5,4-2,USA,Alex B.,250 CP$500,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Incineroar', 'Rillaboom', 'Blastoise', 'Thundurus']",Seniors Division,Teams and Results from the 2022 North America International Championships
6,4-2,IRL,Thomas D.,250 CP$500,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Zapdos']",Seniors Division,Teams and Results from the 2022 North America International Championships
7,4-2,USA,Peyton F.,250 CP$500,"['Dialga', 'Yveltal', 'Incineroar', 'Landorus-Therian', 'Grimmsnarl', 'Regieleki']",Seniors Division,Teams and Results from the 2022 North America International Championships
8,4-2,CAN,Justin M.,250 CP$500,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon', 'Grimmsnarl', 'Charizard']",Seniors Division,Teams and Results from the 2022 North America International Championships
1,4-1,USA,Abel A.,500 CP$1500,"['Calyrex-Shadow-Rider', 'Kyogre', 'Urshifu', 'Rillaboom', 'Whimsicott', 'Thundurus']",Juniors Division,Teams and Results from the 2022 North America International Championships
2,4-1,CAN,Joseph B.,400 CP$1000,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Incineroar', 'Rillaboom', 'Landorus-Therian', 'Tornadus']",Juniors Division,Teams and Results from the 2022 North America International Championships
3,3-2,USA,David D.,320 CP$750,"['Calyrex-Shadow-Rider', 'Kyogre', 'Indeedee-Female', 'Kartana', 'Whimsicott', 'Regieleki']",Juniors Division,Teams and Results from the 2022 North America International Championships
4,3-2,USA,Peyton R.,320 CP$750,"['Calyrex-Shadow-Rider', 'Groudon', 'Clefairy', 'Venusaur', 'Grimmsnarl', 'Charizard']",Juniors Division,Teams and Results from the 2022 North America International Championships
5,5-0,DEU,Alexander V. K.,250 CP$500,"['Calyrex-Ice-Rider', 'Reshiram', 'Incineroar', 'Amoonguss', 'Gastrodon', 'Mimikyu']",Juniors Division,Teams and Results from the 2022 North America International Championships
6,4-1,USA,Addyson R.,250 CP$500,"['Kyurem-White', 'Calyrex-Shadow-Rider', 'Clefairy', 'Blastoise', 'Whimsicott', 'Regieleki']",Juniors Division,Teams and Results from the 2022 North America International Championships
7,4-1,USA,Noelle B.,250 CP$500,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Urshifu', 'Darmanitan-Galar', 'Whimsicott', 'Thundurus']",Juniors Division,Teams and Results from the 2022 North America International Championships
8,3-2,DEU,Alexander M.,250 CP$500,"['Necrozma-Dusk-Mane', 'Groudon', 'Liepard', 'Venusaur', 'Hatterene', 'Zapdos']",Juniors Division,Teams and Results from the 2022 North America International Championships
1,8-1,JPN,Ko Tsukide(FRANXX),$200,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Thundurus']",Teams and Results,Teams and results from the World Cup Open
2,7-2,ARG,Juan F. Salerno(Aion Juanfi),$100,"['Calyrex-Ice-Rider', 'Lunala', 'Incineroar', 'Gastrodon-East', 'Hydreigon', 'Regieleki']",Teams and Results,Teams and results from the World Cup Open
3,7-2,DNK,Nikolaj Høj Nielsen(NikolajHoej),$50,"['Zacian-Crowned', 'Yveltal', 'Incineroar', 'Gastrodon', 'Whimsicott', 'Thundurus']",Teams and Results,Teams and results from the World Cup Open
4,7-2,JPN,Shota Hongu(ぽんぽんた),$50,"['Zacian-Crowned', 'Lunala', 'Incineroar', 'Gastrodon-East', 'Landorus-Therian', 'Regieleki']",Teams and Results,Teams and results from the World Cup Open
5,7-2,ITA,Alessio Y. Boschetto(Emily),$25,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Shedinja', 'Porygon2', 'Moltres-Galar']",Teams and Results,Teams and results from the World Cup Open
6,7-2,USA,Joseph Ugarte(JoeUX9),$25,"['Zacian-Crowned', 'Kyogre', 'Landorus-Therian', 'Amoonguss', 'Grimmsnarl', 'Regieleki']",Teams and Results,Teams and results from the World Cup Open
7,7-2,ITA,Antonio Raimondo(Rey),$25,"['Kyurem-White', 'Calyrex-Shadow-Rider', 'Urshifu', 'Shedinja', 'Sableye', 'Ditto']",Teams and Results,Teams and results from the World Cup Open
8,7-2,SWI,Nils Schlatter(Darthnius),$25,"['Zacian-Crowned', 'Kyogre', 'Landorus-Therian', 'Shedinja', 'Indeedee-Female', 'Barraskewda']",Teams and Results,Teams and results from the World Cup Open
9,9-0,JPN,Yuta Takahashi(エルゼクス),–,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Charizard', 'Whimsicott', 'Indeedee-Female', 'Thundurus']",Teams and Results,Teams and results from the World Cup Open
10,8-1,CHL,Sebastián Lobos(Seba),–,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Incineroar', 'Rillaboom', 'Blastoise', 'Thundurus']",Teams and Results,Teams and results from the World Cup Open
11,8-1,AUS,Kiran Singh(mev lad),–,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Incineroar', 'Gastrodon', 'Whimsicott', 'Thundurus']",Teams and Results,Teams and results from the World Cup Open
12,8-1,BRA,Thiago Lattanzi(VOVOMAXBEN10),–,"['Zacian-Crowned', 'Kyurem-White', 'Urshifu', 'Whimsicott', 'Indeedee-Female', 'Regieleki']",Teams and Results,Teams and results from the World Cup Open
13,8-1,ITA,Pasquale Palermo(Pakosss77),–,"['Solgaleo', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Zapdos']",Teams and Results,Teams and results from the World Cup Open
14,7-2,ITA,Lorenzo Sollini(Lorenzo),–,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and results from the World Cup Open
15,7-2,ITA,Davide Carrer(Nirinbo),–,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and results from the World Cup Open
16,7-2,JPN,Masahide Tamaki(ソード),–,"['Zacian-Crowned', 'Yveltal', 'Incineroar', 'Amoonguss', 'Whimsicott', 'Regieleki']",Teams and Results,Teams and results from the World Cup Open
17,8-1,CHN,Lin Guli(古力TV),–,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and results from the World Cup Open
18,7-2,ESP,Raúl Campoy(Rayko),–,"['Calyrex-Shadow-Rider', 'Kyogre', 'Landorus-Therian', 'Whimsicott', 'Indeedee-Female', 'Regieleki']",Teams and Results,Teams and results from the World Cup Open
19,7-2,JPN,Shumpei Fujiyoshi(ちさと),–,"['Zacian-Crowned', 'Kyogre', 'Urshifu', 'Amoonguss', 'Whimsicott', 'Zapdos']",Teams and Results,Teams and results from the World Cup Open
20,7-2,CHN,Liu Yuhao(越前龙马),–,"['Zacian-Crowned', 'Palkia', 'Gothitelle', 'Shedinja', 'Porygon2', 'Ditto']",Teams and Results,Teams and results from the World Cup Open
21,7-2,JPN,Ryosei Nambu(ルシェルド),–,"['Calyrex-Ice-Rider', 'Palkia', 'Incineroar', 'Amoonguss', 'Porygon2', 'Tapu-Fini']",Teams and Results,Teams and results from the World Cup Open
22,7-2,JPN,Naoto Kishida(ちゃんなー),–,"['Zacian-Crowned', 'Kyogre', 'Charizard', 'Amoonguss', 'Whimsicott', 'Thundurus']",Teams and Results,Teams and results from the World Cup Open
23,7-2,BRA,Hugo Nascimento(Hugo),–,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Zapdos']",Teams and Results,Teams and results from the World Cup Open
24,7-2,ITA,Francesco Raga(Lil Darkrai),–,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and results from the World Cup Open
25,7-2,ESP,Juan Borreguero(Blue),–,"['Dialga', 'Calyrex-Shadow-Rider', 'Incineroar', 'Ludicolo', 'Indeedee-Female', 'Thundurus']",Teams and Results,Teams and results from the World Cup Open
26,7-2,DNK,Frederik Nielsen(Frederik),–,"['Zacian-Crowned', 'Yveltal', 'Incineroar', 'Gastrodon', 'Whimsicott', 'Thundurus']",Teams and Results,Teams and results from the World Cup Open
27,7-2,IND,Varun Gudapati(cyan),–,"['Zacian-Crowned', 'Kyogre', 'Landorus-Therian', 'Kartana', 'Amoonguss', 'Tornadus']",Teams and Results,Teams and results from the World Cup Open
1,7-0,PRT,Eduardo Cunha(Edu),2023 D1$10000,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Incineroar', 'Rillaboom', 'Gastrodon-East', 'Thundurus']",Top cut,Teams and Results from the 2022 World Championships
2,6-1,ESP,Guillermo Castilla(KastyTP),2023 D1$7500,"['Lunala', 'Groudon', 'Incineroar', 'Charizard', 'Grimmsnarl', 'Regieleki']",Top cut,Teams and Results from the 2022 World Championships
3,6-1,USA,James Baek(SoulUnison),2023 D1$5000,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Indeedee-Female', 'Tornadus']",Top cut,Teams and Results from the 2022 World Championships
4,5-2,USA,Paul Chua(Paul),2023 D1$5000,"['Calyrex-Ice-Rider', 'Palkia', 'Incineroar', 'Amoonguss', 'Porygon2', 'Regieleki']",Top cut,Teams and Results from the 2022 World Championships
5,5-2,GBR,Calvin Foster(calvonix),$3000,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Incineroar', 'Whimsicott', 'Gastrodon', 'Thundurus']",Top cut,Teams and Results from the 2022 World Championships
6,5-2,AUS,Meaghan Rattle(Yosuke),$3000,"['Zacian-Crowned', 'Kyogre', 'Landorus-Therian', 'Celesteela', 'Grimmsnarl', 'Thundurus']",Top cut,Teams and Results from the 2022 World Championships
7,5-2,ITA,Davide Carrer(Nirinbo),$3000,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Top cut,Teams and Results from the 2022 World Championships
8,5-2,JPN,Naoto Mizobuchi(コケホドリ),$3000,"['Lunala', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Top cut,Teams and Results from the 2022 World Championships
9,6-1,FRA,Hippolyte Bernard(Redsilver),$1500,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Shedinja', 'Landorus', 'Thundurus']",Top cut,Teams and Results from the 2022 World Championships
10,6-1,JPN,Rinya Kobayashi(R),$1500,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Top cut,Teams and Results from the 2022 World Championships
11,6-1,CZE,David Koutesh(Hamstermania),$1500,"['Dialga', 'Yveltal', 'Landorus-Therian', 'Ferrothorn', 'Gyarados', 'Thundurus']",Top cut,Teams and Results from the 2022 World Championships
12,6-1,ITA,Roberto Parente(Roberto),$1500,"['Calyrex-Shadow-Rider', 'Kyogre', 'Landorus-Therian', 'Whimsicott', 'Indeedee-Female', 'Regieleki']",Top cut,Teams and Results from the 2022 World Championships
13,5-2,ESP,Eric Rios(Riopaser),$1500,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Top cut,Teams and Results from the 2022 World Championships
14,5-2,ITA,Flavio Del Pidio(Pado),$1500,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Shedinja', 'Porygon2', 'Moltres-Galar']",Top cut,Teams and Results from the 2022 World Championships
15,5-2,ITA,Daniele Spuntarelli(Zenzero),$1500,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Shedinja', 'Porygon2', 'Moltres-Galar']",Top cut,Teams and Results from the 2022 World Championships
16,5-2,JPN,Ko Tsukide(FRANXX),$1500,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Thundurus']",Top cut,Teams and Results from the 2022 World Championships
17,5-2,JPN,Tatsuya Watanuki(スライム),–,"['Groudon', 'Kyogre', 'Incineroar', 'Golisopod', 'Tornadus', 'Raikou']",Top cut,Teams and Results from the 2022 World Championships
18,5-2,ITA,Leonardo Bonanomi(Leo),–,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Whimsicott', 'Thundurus']",Top cut,Teams and Results from the 2022 World Championships
19,5-2,USA,Adrien Hurley(Adrien),–,"['Calyrex-Ice-Rider', 'Palkia', 'Incineroar', 'Amoonguss', 'Porygon2', 'Regieleki']",Top cut,Teams and Results from the 2022 World Championships
20,5-2,JPN,Yuma Kinugawa(ザUMA),–,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Whimsicott', 'Thundurus']",Top cut,Teams and Results from the 2022 World Championships
21,5-2,JPN,Shinichi Matsuda(El Niño),–,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Incineroar', 'Gastrodon', 'Landorus-Therian', 'Thundurus']",Top cut,Teams and Results from the 2022 World Championships
22,5-2,USA,Joseph Ugarte(JoeUX9),–,"['Lunala', 'Groudon', 'Incineroar', 'Venusaur', 'Grimmsnarl', 'Charizard']",Top cut,Teams and Results from the 2022 World Championships
23,5-2,ESP,Álex Soto(Nana),–,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Thundurus']",Top cut,Teams and Results from the 2022 World Championships
24,5-2,USA,Nils Dunlop(Peakmeister),–,"['Yveltal', 'Kyogre', 'Incineroar', 'Rillaboom', 'Amoonguss', 'Regieleki']",Top cut,Teams and Results from the 2022 World Championships
25,5-2,USA,Brady Smith(bsmiffy),–,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Incineroar', 'Gastrodon-East', 'Landorus-Therian', 'Thundurus']",Top cut,Teams and Results from the 2022 World Championships
26,5-2,JPN,Motoki Agano(ぬけたろう),–,"['Calyrex-Ice-Rider', 'Palkia', 'Incineroar', 'Amoonguss', 'Gothitelle', 'Tapu-Fini']",Top cut,Teams and Results from the 2022 World Championships
27,4-3,JPN,Eisuke Nakayama(つばき),–,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Venusaur', 'Tapu-Fini', 'Thundurus']",Day 2 Swiss,Teams and Results from the 2022 World Championships
28,4-3,THA,Chaiyawat Traiwichcha(Nontaro),–,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Day 2 Swiss,Teams and Results from the 2022 World Championships
29,4-3,JPN,Tomoyuki Yoshimura(SNOW),–,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Whimsicott', 'Thundurus']",Day 2 Swiss,Teams and Results from the 2022 World Championships
30,4-3,DEU,Markus Stadter(13Yoshi37),–,"['Zacian-Crowned', 'Kyogre', 'Landorus-Therian', 'Kartana', 'Amoonguss', 'Tornadus']",Day 2 Swiss,Teams and Results from the 2022 World Championships
31,4-3,JPN,Shohei Kimura(ナンス),–,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Whimsicott', 'Thundurus']",Day 2 Swiss,Teams and Results from the 2022 World Championships
32,4-3,USA,Chuppa Cross(Chuppa*Cross),–,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon', 'Grimmsnarl', 'Charizard']",Day 2 Swiss,Teams and Results from the 2022 World Championships
33,4-3,JPN,Yosuke Takayanagi(やなぎ),–,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Venusaur', 'Porygon2', 'Torkoal']",Day 2 Swiss,Teams and Results from the 2022 World Championships
34,4-3,ITA,Francesco Pardini(NayJay),–,"['Zacian-Crowned', 'Kyogre', 'Sableye', 'Rillaboom', 'Whimsicott', 'Charizard']",Day 2 Swiss,Teams and Results from the 2022 World Championships
35,4-3,ITA,Federico Camporesi(FedeCampoVGC),–,"['Zacian-Crowned', 'Lunala', 'Incineroar', 'Rillaboom', 'Gastrodon-East', 'Thundurus']",Day 2 Swiss,Teams and Results from the 2022 World Championships
36,4-3,ITA,Luca Ceribelli(ceree),–,"['Lunala', 'Groudon', 'Incineroar', 'Venusaur', 'Grimmsnarl', 'Charizard']",Day 2 Swiss,Teams and Results from the 2022 World Championships
37,4-3,ESP,Joaquín Blanch(TheXich),–,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Kartana', 'Landorus-Therian', 'Tornadus']",Day 2 Swiss,Teams and Results from the 2022 World Championships
38,4-3,USA,Jeremy Rodrigues(Serapis),–,"['Calyrex-Ice-Rider', 'Palkia', 'Incineroar', 'Amoonguss', 'Grimmsnarl', 'Tapu-Fini']",Day 2 Swiss,Teams and Results from the 2022 World Championships
39,4-3,JPN,Sho Ito(シールド),–,"['Yveltal', 'Kyogre', 'Raichu', 'Kartana', 'Shedinja', 'Zapdos']",Day 2 Swiss,Teams and Results from the 2022 World Championships
40,4-3,IND,Raghav Malaviya(mudhiman),–,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Whimsicott', 'Shedinja', 'Thundurus']",Day 2 Swiss,Teams and Results from the 2022 World Championships
41,4-3,USA,James Evans(James),–,"['Calyrex-Shadow-Rider', 'Groudon', 'Incineroar', 'Venusaur', 'Gastrodon-East', 'Thundurus']",Day 2 Swiss,Teams and Results from the 2022 World Championships
42,4-3,ITA,Alex DellaPasqua(Gilgamesh),–,"['Solgaleo', 'Calyrex-Ice-Rider', 'Incineroar', 'Tapu-Fini', 'Porygon2', 'Terrakion']",Day 2 Swiss,Teams and Results from the 2022 World Championships
43,4-3,JPN,Naoya Takasago(ナツメ),–,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Amoonguss', 'Whimsicott', 'Thundurus']",Day 2 Swiss,Teams and Results from the 2022 World Championships
44,4-3,TWN,Chyr Wei(Megumi~),–,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Amoonguss', 'Whimsicott', 'Thundurus']",Day 2 Swiss,Teams and Results from the 2022 World Championships
45,4-3,JPN,Kiwamu Endo(アナスタシア),–,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Whimsicott', 'Thundurus']",Day 2 Swiss,Teams and Results from the 2022 World Championships
46,4-3,BRA,Gabriel Agati(Gabriel),–,"['Zacian-Crowned', 'Kyogre', 'Landorus-Therian', 'Kartana', 'Tornadus', 'Ditto']",Day 2 Swiss,Teams and Results from the 2022 World Championships
47,4-3,JPN,Kota Kawabe(まなかあお),–,"['Zekrom', 'Kyogre', 'Entei', 'Celesteela', 'Whimsicott', 'Landorus-Therian']",Day 2 Swiss,Teams and Results from the 2022 World Championships
48,4-3,ITA,Andrea Cassinese(Andrea),–,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon', 'Grimmsnarl', 'Charizard']",Day 2 Swiss,Teams and Results from the 2022 World Championships
49,4-3,JPN,Joji Kaieda(ソード),–,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Day 2 Swiss,Teams and Results from the 2022 World Championships
